tRF,01-LA2CO2-1_S1_full,02-LA2CO2-2_S2_full,03-LA2CO2-3_S3_full,04-LA2CO2-4_S4_full,05-LA2CN30-1_S5_full,06-LA2CN30-2_S6_full,07-LA2CN30-3_S7_full,08-LA2CN30-4_S8_full,09-LA2CN60-1_S9_full,10-LA2CN60-2_S10_full,11-LA2CN60-3_S11_full,12-LA2CN60-4_S12_full,13-LA2CN2-1_S13_full,14-LA2CN2-2_S14_full,15-LA2CN2-3_S15_full,16-LA2CN2-4_S16_full,17-LA2CO4-1_S17_full,18-LA2CO4-2_S18_full,19-LA2CO4-3_S19_full,20-LA2CO4-4_S20_full,21-LA2CN4-1_S21_full,22-LA2CN4-2_S22_full,23-LA2CN4-3_S23_full,24-LA2CN4-4_S24_full,25-LA5CO2-1_S25_full,26-LA5CO2-2_S26_full,27-LA5CO2-3_S27_full,28-LA5CO2-4_S28_full,29-LA5CN30-1_S29_full,30-LA5CN30-2_S30_full,31-LA5CN30-3_S31_full,32-LA5CN30-4_S32_full,33-LA5CN60-1_S33_full,34-LA5CN60-2_S34_full,35-LA5CN60-3_S35_full,36-LA5CN60-4_S36_full,37-LA5CN2-1_S37_full,38-LA5CN2-2_S38_full,39-LA5CN2-3_S39_full,40-LA5CN2-4_S40_full,41-LA5CO4-1_S41_full,42-LA5CO4-2_S42_full,43-LA5CO4-3_S43_full,44-LA5CO4-4_S44_full,45-LA5CN4-1_S45_full,46-LA5CN4-2_S46_full,47-LA5CN4-3_S47_full,48-LA5CN4-4_S48_full
tRF-30-23W8WR645J7K,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
tRF-30-26SZSB325UB1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-30-299DWUH6QE30,0,1,0,0,0,0,0,0,0,1,0,0,1,3,0,1,0,2,2,2,2,1,2,2,2,1,1,0,1,3,2,1,2,1,1,3,0,4,2,3,1,4,2,2,3,0,2,1
tRF-30-299DZUH6QE30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
tRF-30-2F5JYH0RYNUR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-30-2HSJQMXIK282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
tRF-30-2J1Y0SR9593J,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-30-2L2YBE7XO8Q6,2,0,2,0,1,3,2,2,0,3,3,1,2,1,1,1,0,0,1,2,0,2,2,0,5,4,4,4,7,4,4,4,5,3,3,3,3,6,11,1,3,4,5,4,5,4,3,2
tRF-30-2OOIQO4QPRJW,0,0,2,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,3,2,2,1,3,6,1,2,2,1,0,1,1,2,1,1,1,1,0,1,0,0,2,1
tRF-30-2QR7F8YKIR9N,2,1,5,0,4,5,2,2,4,1,2,4,7,5,4,3,10,7,15,9,9,3,15,14,8,8,3,8,7,7,8,8,11,4,7,12,18,19,15,15,8,5,7,2,50,19,22,37
tRF-30-2R1HPSR9O933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-30-2S3HPSR95933,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,2,2,5,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
tRF-30-2VR008R959KU,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-30-2VR008R9D9KU,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-30-2Y7383RPD9W1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-30-2YBE7XO8Q6J6,0,5,1,0,1,4,1,1,1,2,0,2,1,4,1,0,0,0,0,2,1,1,1,0,5,12,3,5,5,10,4,4,4,7,4,5,7,6,5,16,0,0,3,3,2,3,1,6
tRF-30-2YSZSBKKRSL3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-30-2YU04DYJIO3Z,0,4,7,7,3,2,1,1,4,2,1,1,0,1,8,0,1,5,0,1,2,2,1,4,3,2,3,3,7,9,4,4,4,5,5,2,8,12,5,11,5,6,1,5,10,6,1,7
tRF-30-2ZOYJE22RRN3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-30-309NDJ58EPBM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-30-309NDJ58EVUM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
tRF-30-30MMUKLY5X1I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
tRF-30-3196L85DMKYU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-30-31QJ3KYUYRR6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
tRF-30-325UB1ZZK0O5,0,1,2,2,0,1,1,1,3,2,0,0,1,0,1,1,0,0,1,1,0,0,0,0,1,0,1,2,2,0,0,2,1,1,1,3,1,4,3,1,0,0,0,1,1,2,2,1
tRF-30-3290Q4R9OMKI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-30-32VIJMRPFQJD,1,4,12,17,7,11,7,10,9,15,6,12,8,15,9,10,8,5,5,12,8,8,6,3,31,57,14,26,61,56,49,54,37,51,50,50,47,40,38,33,33,37,47,43,39,30,23,33
tRF-30-33DSJOBZBDZ5,1,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
tRF-30-34HWH3RXSINH,49,68,50,48,60,57,66,49,44,59,48,52,74,89,55,64,64,67,80,130,89,89,86,87,153,160,84,118,189,198,126,167,145,151,157,191,176,180,162,164,136,181,120,201,208,199,133,169
tRF-30-34QX78YBQ197,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
tRF-30-36DFHFNBDWY2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
tRF-30-36S0ZFHIUNWV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
tRF-30-389MV47P596V,1,1,2,1,2,2,1,5,1,1,3,4,3,1,3,0,8,8,6,9,8,3,6,6,14,9,6,8,9,15,4,8,7,10,10,7,6,7,10,8,10,3,7,11,21,14,15,11
tRF-30-389MV4QP596V,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,1,1,0,0,0,1,0,0
tRF-30-38MMV47P596V,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-30-38Z906R8K87S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-30-39BJ36S0ZFHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
tRF-30-3BDW9NH1NRM5,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
tRF-30-3H91U45O6WND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
tRF-30-3H91U45O6WNE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-30-3IRW18V6XO59,1,2,1,0,1,1,1,1,2,0,0,1,1,1,0,0,40,40,36,39,5,5,3,7,1,5,3,4,2,9,7,5,4,1,5,6,6,2,5,6,2,2,3,4,20,20,18,12
tRF-30-3JVIJM5PFQ5D,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tRF-30-3JVIJMRPFQ5D,49,56,59,68,83,99,76,78,92,91,74,86,84,107,95,102,105,123,134,204,101,143,110,138,353,338,140,283,425,356,282,364,322,273,343,352,429,468,307,336,218,343,241,430,412,289,263,308
tRF-30-3JVIJMRPFQRD,9,19,16,21,16,20,21,17,19,17,18,17,25,24,14,25,25,36,27,37,21,21,26,22,212,182,78,193,272,237,157,229,161,191,203,223,220,288,196,228,156,224,148,284,229,161,202,194
tRF-30-3L7L73V6M9PX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
tRF-30-3L7LQ3V6J9P9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
tRF-30-3O9EDJSYE96M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tRF-30-3O9EDJSYIR6M,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-30-3QF91KY2PIR7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tRF-30-3S9H2HSJQMXI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
tRF-30-3SY3H3RUSMKV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1
tRF-30-3SY3H3RXSMKV,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
tRF-30-3W2VR008R959,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,4,0,3,1,1,1,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
tRF-30-3W2VR008R9D9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-30-409Z7KZOSRI8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-30-436X6NMHN90V,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,2,0,0,1,2,2,2,0,1,0,1,1,0,0,1,2,1,0
tRF-30-43RX6NMH490V,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,2,0,1,1,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0
tRF-30-45DBNIB9I1KQ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-30-45LSM1M3WE8S,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,3,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-30-4656OKZH99DM,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-30-490VL8K87SIR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-30-4BOPRN11WZY1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
tRF-30-4E01179O08F4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-30-4E6L1FZJ47D1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
tRF-30-4ER81XDDZZ4Y,1,3,0,3,0,1,1,0,3,0,0,0,0,1,2,2,2,1,0,1,1,0,0,1,1,3,0,2,4,1,0,5,2,1,4,1,3,3,3,9,0,0,1,0,2,0,4,4
tRF-30-4J83ML5F924Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
tRF-30-4JRX6N38Z906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
tRF-30-4KIK74HK9FM0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-30-4LQ6R3V02YSZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
tRF-30-4O77R73290Q4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-30-4P64R9598LS7,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
tRF-30-4PU3XOUZDZN1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-30-4PW3FJHPEZUM,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0
tRF-30-4PW3FJI0E7UM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0
tRF-30-4PW3FJIKE7UM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
tRF-30-4QD7OK8Y19D1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-30-4VN1EH6KK87S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-30-4W6VD8VHM7O9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-30-4W9MVKS4I7MN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-30-4WVLV470VR31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
tRF-30-4Y9H24OUQHN2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-30-4Y9H2MRXQFY8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-30-4YO9XEKJ5R5N,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,2,0,3,1,0,0,0,0,0,0,1,2,3,2,0,1,1,0,1,0,0,0,1,0,1,0,1,3,1,1,2
tRF-30-4YOZXEKJ5R5N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
tRF-30-51MLHVHBEXBI,0,5,1,4,3,5,1,1,0,2,1,1,4,3,2,3,2,0,1,3,1,1,1,3,7,7,3,6,10,17,3,12,8,1,8,3,14,12,9,12,2,8,1,8,6,4,5,4
tRF-30-5830MMUKLYM9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-30-58J0K8UMPLBI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
tRF-30-58RW5P7JE2ON,0,1,2,0,1,0,0,1,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0
tRF-30-596VW631QJ3K,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-30-598K587SI7JP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-30-5BF900BY4D84,0,0,0,0,2,1,1,3,0,0,1,2,0,1,1,0,1,0,2,0,1,0,0,2,6,3,1,0,1,1,1,2,3,1,3,5,3,2,1,1,2,6,0,4,4,4,3,0
tRF-30-5BVNUEVBWXQZ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-30-5DMKYOYRLHR0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-30-5DMKYUYRLHR0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tRF-30-5EYONONU3IND,0,1,0,3,2,3,4,1,3,0,1,1,0,2,5,0,1,1,0,1,0,0,0,3,2,1,1,1,6,2,1,3,0,1,4,0,3,2,2,0,0,1,0,0,0,2,4,0
tRF-30-5HSX1HN2Y0QR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
tRF-30-5J7KYUHRE9XF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-30-5LDOV2QXBR3X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
tRF-30-5O6WNDY8HPDE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-30-5OJIH6Z3NPPR,1,0,1,1,2,2,0,1,4,1,0,0,3,1,0,2,0,1,1,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,1
tRF-30-5P1OHE10NO0R,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-30-5P4PN3FJ6KEW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
tRF-30-5P4PW3FJHPEZ,9,18,20,11,18,17,22,18,10,13,17,11,20,20,14,17,11,7,4,8,6,6,10,11,4,2,0,5,2,10,2,7,4,1,5,3,0,2,3,7,3,4,3,9,5,4,2,3
tRF-30-5P4PZ3FDHPEZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-30-5P4PZ3FJHPEZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-30-5VF3R3ZV1RY1,2,1,1,1,6,2,3,3,2,2,0,1,0,1,0,3,0,1,0,1,0,1,0,1,1,1,1,1,4,5,2,3,3,2,1,0,3,4,1,2,1,0,1,1,0,0,0,2
tRF-30-5Y93W086W8RV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-30-5YD11YIPRVYJ,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-30-5YXENDBP1IUU,4,0,1,0,3,0,1,1,0,1,0,1,1,0,0,0,1,0,1,1,1,1,0,0,2,1,0,0,5,3,1,1,0,0,2,0,1,2,2,2,0,0,0,0,0,0,1,0
tRF-30-5Z2IUIX1Q7O6,52,68,48,64,66,81,60,79,61,71,44,39,51,64,65,70,22,36,28,18,23,45,36,33,59,53,22,48,70,68,49,58,58,43,42,57,59,70,67,65,28,27,18,28,36,35,38,21
tRF-30-5ZQNJN5VF3R3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
tRF-30-623K7SIR3DR2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
tRF-30-62IZ6N4P64R9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-30-62XB0ZZRD226,0,0,1,0,2,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
tRF-30-64PU7340Q1FI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-30-64PUQ340QIQN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
